1433, 26.00,596,652,498
21488, 26.00,596,652,497
41530, 26.00,596,653,494
61572, 26.00,596,653,493
81613, 26.00,602,657,520
101655, 25.00,607,664,540
121697, 25.00,613,670,545
141740, 25.00,618,674,536
161781, 25.00,622,678,542
181823, 25.00,625,681,545
201865, 24.00,629,684,547
221906, 24.00,630,687,551
241948, 23.00,632,688,553
261991, 23.00,634,690,550
282033, 23.00,636,692,552
302074, 23.00,636,693,552
322116, 23.00,637,695,551
342158, 22.00,638,696,555
362201, 22.00,639,697,555
382242, 22.00,640,698,556
402290, 22.00,641,699,557
422332, 22.00,642,699,557
442374, 22.00,643,700,556
462415, 22.00,643,701,555
482457, 22.00,644,702,556
502499, 22.00,644,702,558
522542, 21.00,645,703,559
542583, 21.00,645,703,557
562625, 21.00,645,704,559
582667, 21.00,646,704,559
602708, 21.00,646,705,559
622750, 21.00,647,705,560
642793, 21.00,647,706,559
662835, 21.00,647,706,561
682876, 21.00,648,706,562
702918, 21.00,648,706,561
722960, 21.00,648,707,561
743002, 21.00,648,707,560
763044, 21.00,649,707,560
783092, 21.00,649,708,560
803135, 20.00,649,708,561
823177, 20.00,649,708,562
858333, 20.00,649,709,561
878374, 20.00,649,709,560
898416, 20.00,650,709,561
918458, 20.00,650,709,563
941522, 20.00,650,709,562
961564, 20.00,650,709,563
993703, 20.00,651,709,562
1016768, 20.00,650,710,562
1036810, 20.00,651,710,563
1059875, 20.00,651,710,562
1085963, 20.00,651,710,563
1109027, 20.00,651,710,562
1129069, 20.00,657,714,598
1149112, 20.00,672,729,654
1169154, 19.00,684,741,668
1189201, 17.00,697,750,678
1209243, 16.00,707,759,682
1229286, 15.00,715,767,686
1249328, 14.00,723,775,695
1269369, 14.00,730,782,698
1289412, 14.00,737,788,702
1309454, 13.00,742,794,703
1329496, 12.00,747,800,710
1349537, 12.00,751,804,707
1369580, 11.00,754,807,705
1389622, 11.00,757,810,707
1409664, 10.00,760,812,708
1429705, 10.00,762,815,714
1449748,  9.00,764,817,711
1469790,  9.00,766,819,712
1489831,  9.00,769,821,717
1509873,  8.00,771,823,718
1529916,  8.00,773,825,716
1549958,  8.00,774,826,716
1570007,  8.00,775,827,719
1590048,  7.00,777,830,723
1610090,  7.00,779,831,722
1630133,  7.00,780,833,720
1650174,  7.00,780,833,719
1670216,  7.00,781,834,723
1690258,  6.00,782,835,725
1710300,  6.00,783,836,726
1730341,  6.00,784,836,726
1750383,  6.00,784,837,723
1770425,  6.00,785,837,724
1790467,  6.00,785,837,727
1810510,  6.00,785,838,724
1830554,  6.00,785,837,722
1850599,  6.00,786,838,726
1870644,  6.00,786,838,723
1890688,  6.00,786,838,722
1910732,  6.00,786,838,724
1930784,  5.00,786,838,724
1950829,  5.00,787,839,725
1970873,  5.00,786,839,723
1990918,  5.00,786,839,725
2010962,  5.00,787,840,728
2031007,  5.00,788,841,726
2051051,  5.00,789,841,730
2071096,  5.00,790,842,730
2091141,  5.00,790,842,729
2111184,  5.00,790,842,727
2131229,  5.00,790,842,726
2151274,  5.00,790,843,729
2171318,  5.00,791,843,730
2191363,  5.00,791,843,728
2211407,  5.00,791,843,727
2231451,  5.00,791,843,728
2251499,  5.00,791,843,727
2271545,  5.00,791,843,726
2291715,  5.00,790,843,727
2311993,  5.00,791,843,729
2332194,  5.00,791,843,727
2352236,  5.00,791,843,728
2372278,  5.00,791,843,729
2392318,  5.00,791,844,729
2412360,  5.00,791,844,728
2435425,  5.00,791,843,727
2461512,  5.00,791,844,727
2481554,  5.00,791,843,727
2501595,  5.00,791,843,726
2521636,  5.00,791,843,728
2544701,  5.00,791,843,729
2564743,  5.00,791,844,726
2584784,  5.00,791,843,726
2604825,  5.00,791,843,725
2624867,  5.00,790,843,726
2644909,  5.00,790,843,727
2671001,  5.00,790,843,726
2706157,  5.00,790,843,725
2726198,  5.00,790,843,729
2749262,  5.00,790,843,728
2769304,  5.00,791,843,728
2789345,  5.00,791,844,727
2812409,  5.00,791,844,728
2835474,  5.00,791,844,727
2855516,  5.00,791,844,726
2875556,  5.00,793,846,732
2895598,  5.00,794,847,731
2915639,  4.00,778,834,637
